timestamp,x,y,z
2025-04-30 20:46:17,-156.0,-94.2,149.8
2025-04-30 20:46:17,-155.0,-90.8,149.8
2025-04-30 20:46:17,-154.0,-92.8,150.8
2025-04-30 20:46:17,-153.0,-99.2,150.8
2025-04-30 20:46:17,-154.2,-94.8,150.0
2025-04-30 20:46:17,-152.5,-95.2,150.0
2025-04-30 20:46:17,-155.0,-94.0,150.2
2025-04-30 20:46:17,-154.2,-95.0,150.2
2025-04-30 20:46:17,-160.5,-94.8,149.5
2025-04-30 20:46:17,-163.8,-98.2,149.8
2025-04-30 20:46:17,-163.8,-93.0,149.5
2025-04-30 20:46:17,-159.5,-96.0,149.5
2025-04-30 20:46:17,-158.0,-93.5,149.0
2025-04-30 20:46:17,-161.2,-93.5,149.2
2025-04-30 20:46:17,-163.2,-92.5,148.8
2025-04-30 20:46:18,-158.0,-95.2,149.0
2025-04-30 20:46:18,-160.2,-93.8,148.8
2025-04-30 20:46:19,-156.8,-95.2,148.2
2025-04-30 20:46:19,-159.2,-94.5,148.0
2025-04-30 20:46:20,-156.2,-95.5,144.2
2025-04-30 20:46:20,-160.5,-93.0,144.0
2025-04-30 20:46:21,-160.8,-95.2,148.5
2025-04-30 20:46:21,-163.2,-94.5,148.2
2025-04-30 20:46:22,-157.0,-95.0,151.2
2025-04-30 20:46:22,-156.2,-90.0,148.0
2025-04-30 20:46:23,-156.2,-93.8,147.8
2025-04-30 20:46:23,-160.8,-94.0,151.2
2025-04-30 20:46:24,-161.2,-94.8,147.8
2025-04-30 20:46:24,-159.0,-95.0,148.0
2025-04-30 20:46:25,-160.0,-94.8,151.8
2025-04-30 20:46:25,-161.0,-92.2,148.2
2025-04-30 20:46:26,-160.2,-95.8,147.5
2025-04-30 20:46:26,-163.0,-96.0,147.0
2025-04-30 20:46:27,-161.5,-95.0,151.2
