force_x,force_y,force_z,torque_x,torque_y,torque_z
5.739999771118164,-3.9600000381469727,-46.86000061035156,-0.1404999941587448,-0.3199999928474426,0.2750000059604645
5.800000190734863,-3.6600000858306885,-47.0,-0.13600000739097595,-0.3125,0.2809999883174896
5.820000171661377,-3.7200000286102295,-46.619998931884766,-0.12999999523162842,-0.3084999918937683,0.2750000059604645
5.199999809265137,-3.9000000953674316,-47.0,-0.14000000059604645,-0.3019999861717224,0.27149999141693115
5.579999923706055,-3.8399999141693115,-47.0,-0.13349999487400055,-0.31150001287460327,0.2770000100135803
5.460000038146973,-3.5999999046325684,-46.47999954223633,-0.12300000339746475,-0.30149999260902405,0.26899999380111694
5.639999866485596,-3.7200000286102295,-47.02000045776367,-0.1274999976158142,-0.29600000381469727,0.2824999988079071
5.619999885559082,-3.940000057220459,-46.81999969482422,-0.13899999856948853,-0.3050000071525574,0.2815000116825104
5.880000114440918,-3.8399999141693115,-46.79999923706055,-0.13050000369548798,-0.30250000953674316,0.2865000069141388
5.619999885559082,-4.199999809265137,-47.29999923706055,-0.1469999998807907,-0.3075000047683716,0.28700000047683716
5.21999979019165,-3.559999942779541,-46.939998626708984,-0.12849999964237213,-0.28600001335144043,0.27149999141693115
5.599999904632568,-4.320000171661377,-47.13999938964844,-0.14399999380111694,-0.29600000381469727,0.28299999237060547
5.579999923706055,-3.640000104904175,-47.02000045776367,-0.12999999523162842,-0.29899999499320984,0.2784999907016754
5.800000190734863,-4.139999866485596,-47.040000915527344,-0.12449999898672104,-0.30649998784065247,0.2915000021457672
5.880000114440918,-3.619999885559082,-47.040000915527344,-0.14300000667572021,-0.30250000953674316,0.2745000123977661
5.599999904632568,-3.8399999141693115,-47.040000915527344,-0.1535000056028366,-0.2944999933242798,0.27549999952316284
5.980000019073486,-3.740000009536743,-47.18000030517578,-0.12999999523162842,-0.28999999165534973,0.273499995470047
5.679999828338623,-3.640000104904175,-46.70000076293945,-0.13349999487400055,-0.304500013589859,0.2669999897480011
5.559999942779541,-3.7799999713897705,-46.5,-0.13899999856948853,-0.3140000104904175,0.28349998593330383
5.980000019073486,-3.9000000953674316,-46.7400016784668,-0.13750000298023224,-0.30149999260902405,0.2854999899864197
5.800000190734863,-4.440000057220459,-46.47999954223633,-0.16349999606609344,-0.30300000309944153,0.2815000116825104
5.699999809265137,-3.740000009536743,-47.0,-0.15399999916553497,-0.2955000102519989,0.27950000762939453
5.960000038146973,-3.2200000286102295,-47.18000030517578,-0.13449999690055847,-0.3075000047683716,0.28999999165534973
6.019999980926514,-3.9800000190734863,-46.70000076293945,-0.1525000035762787,-0.3095000088214874,0.28200000524520874
5.760000228881836,-3.9600000381469727,-46.560001373291016,-0.13899999856948853,-0.30649998784065247,0.28349998593330383
5.71999979019165,-3.819999933242798,-46.86000061035156,-0.13750000298023224,-0.29600000381469727,0.27149999141693115
5.579999923706055,-3.440000057220459,-46.65999984741211,-0.14900000393390656,-0.29499998688697815,0.2770000100135803
5.860000133514404,-3.5,-46.939998626708984,-0.13699999451637268,-0.2994999885559082,0.2775000035762787
5.559999942779541,-4.599999904632568,-46.65999984741211,-0.15199999511241913,-0.30799999833106995,0.27799999713897705
5.760000228881836,-4.480000019073486,-46.63999938964844,-0.14550000429153442,-0.3059999942779541,0.29350000619888306
5.699999809265137,-3.559999942779541,-46.2599983215332,-0.13249999284744263,-0.3149999976158142,0.2784999907016754
5.960000038146973,-3.4800000190734863,-46.779998779296875,-0.13449999690055847,-0.3095000088214874,0.27799999713897705
5.400000095367432,-3.8399999141693115,-47.20000076293945,-0.14499999582767487,-0.3034999966621399,0.27549999952316284
6.119999885559082,-3.799999952316284,-47.13999938964844,-0.1509999930858612,-0.31850001215934753,0.2840000092983246
5.599999904632568,-4.019999980926514,-46.47999954223633,-0.15399999916553497,-0.3095000088214874,0.27250000834465027
5.800000190734863,-3.7799999713897705,-46.47999954223633,-0.14550000429153442,-0.3174999952316284,0.27300000190734863
6.059999942779541,-4.0,-46.7400016784668,-0.14249999821186066,-0.32100000977516174,0.2815000116825104
6.0,-3.9600000381469727,-46.560001373291016,-0.14399999380111694,-0.3100000023841858,0.2809999883174896
5.380000114440918,-3.4600000381469727,-46.959999084472656,-0.1379999965429306,-0.3059999942779541,0.27649998664855957
5.179999828338623,-4.639999866485596,-46.47999954223633,-0.15150000154972076,-0.2939999997615814,0.2865000069141388
5.760000228881836,-4.059999942779541,-47.29999923706055,-0.14100000262260437,-0.30000001192092896,0.2904999852180481
5.71999979019165,-3.9000000953674316,-46.540000915527344,-0.1404999941587448,-0.3140000104904175,0.2840000092983246
5.880000114440918,-4.079999923706055,-46.900001525878906,-0.13500000536441803,-0.29750001430511475,0.28999999165534973
5.739999771118164,-3.640000104904175,-46.86000061035156,-0.14800000190734863,-0.3070000112056732,0.27900001406669617
5.599999904632568,-3.880000114440918,-46.36000061035156,-0.14300000667572021,-0.3050000071525574,0.2784999907016754
5.639999866485596,-3.759999990463257,-47.34000015258789,-0.14650000631809235,-0.3034999966621399,0.27950000762939453
6.28000020980835,-3.700000047683716,-47.060001373291016,-0.1289999932050705,-0.3084999918937683,0.30250000953674316
5.579999923706055,-4.0,-46.5,-0.14300000667572021,-0.2994999885559082,0.2815000116825104
5.71999979019165,-4.739999771118164,-47.2599983215332,-0.14800000190734863,-0.3095000088214874,0.30300000309944153
5.940000057220459,-4.079999923706055,-46.58000183105469,-0.14499999582767487,-0.3149999976158142,0.28999999165534973
