timestamp,x,y,z
2025-04-25 18:58:40,1.5,-53.0,314.5
2025-04-25 18:58:40,1.2,-50.0,315.2
2025-04-25 18:58:41,1.5,-55.0,314.5
2025-04-25 18:58:41,0.0,-55.8,315.0
2025-04-25 18:58:42,4.2,-53.5,314.8
2025-04-25 18:58:42,5.0,-55.2,315.0
2025-04-25 18:58:43,1.8,-54.8,315.8
2025-04-25 18:58:43,7.2,-56.0,315.0
2025-04-25 18:58:44,3.2,-54.2,315.2
2025-04-25 18:58:44,1.5,-52.8,315.2
2025-04-25 18:58:45,3.8,-55.0,314.5
2025-04-25 18:58:45,6.5,-55.0,314.2
2025-04-25 18:58:46,-3.5,-55.5,315.0
2025-04-25 18:58:46,3.2,-55.2,314.2
2025-04-25 18:58:47,3.2,-54.2,315.0
2025-04-25 18:58:47,5.8,-54.2,315.0
2025-04-25 18:58:48,3.5,-54.0,315.8
2025-04-25 18:58:48,0.2,-53.5,315.0
2025-04-25 18:58:49,3.5,-55.0,319.5
2025-04-25 18:58:49,1.0,-54.0,314.2
