timestamp,x,y,z
2025-04-25 19:06:14,-54.5,-90.2,511.8
2025-04-25 19:06:15,-56.0,-91.8,511.8
2025-04-25 19:06:15,-52.8,-85.2,511.8
2025-04-25 19:06:16,-55.0,-91.0,511.8
2025-04-25 19:06:16,-59.5,-91.2,511.8
2025-04-25 19:06:17,-54.5,-89.5,511.8
2025-04-25 19:06:17,-55.8,-84.8,511.8
2025-04-25 19:06:18,-53.5,-90.5,511.8
2025-04-25 19:06:18,-59.2,-90.0,511.8
2025-04-25 19:06:19,-56.0,-91.2,511.8
2025-04-25 19:06:19,-54.8,-89.5,511.8
2025-04-25 19:06:20,-54.2,-88.5,511.8
2025-04-25 19:06:20,-54.8,-89.5,511.8
2025-04-25 19:06:21,-54.8,-91.8,511.8
2025-04-25 19:06:21,-52.8,-89.8,511.8
2025-04-25 19:06:22,-54.2,-90.5,511.8
2025-04-25 19:06:22,-54.2,-88.5,511.8
2025-04-25 19:06:23,-54.8,-90.8,511.8
2025-04-25 19:06:24,-53.8,-91.5,511.8
