timestamp,x,y,z
2025-04-25 19:04:02,-32.8,-58.2,509.0
2025-04-25 19:04:02,-29.2,-58.2,509.5
2025-04-25 19:04:03,-31.5,-58.0,504.5
2025-04-25 19:04:03,2.5,51.2,24.2
2025-04-25 19:04:04,-31.5,-55.2,509.8
2025-04-25 19:04:04,-24.8,-55.2,508.2
2025-04-25 19:04:05,-28.5,-56.5,508.5
2025-04-25 19:04:05,-34.5,-58.0,508.5
2025-04-25 19:04:06,-31.2,-57.2,508.5
2025-04-25 19:04:06,-29.8,-56.8,509.2
2025-04-25 19:04:07,-28.5,-55.2,509.0
2025-04-25 19:04:07,-29.0,-58.2,509.0
2025-04-25 19:04:08,-29.0,-56.8,510.0
2025-04-25 19:04:08,-29.2,-59.2,509.8
2025-04-25 19:04:09,-33.8,-57.5,508.8
2025-04-25 19:04:09,-29.5,-58.0,508.0
2025-04-25 19:04:10,-30.2,-57.2,511.0
2025-04-25 19:04:10,2.2,50.0,25.5
2025-04-25 19:04:11,-30.8,-56.5,508.5
2025-04-25 19:04:11,-29.5,-57.8,509.2
