timestamp,x,y,z
2025-04-25 19:00:18,-6.0,-51.5,380.5
2025-04-25 19:00:18,-7.5,-50.0,380.2
2025-04-25 19:00:19,-6.8,-49.0,380.0
2025-04-25 19:00:19,-0.8,-48.2,379.8
2025-04-25 19:00:20,-7.8,-50.5,380.5
2025-04-25 19:00:20,-6.0,-49.5,383.8
2025-04-25 19:00:21,-6.2,-51.8,376.5
2025-04-25 19:00:21,-6.5,-48.8,380.5
2025-04-25 19:00:22,-6.2,-50.2,380.2
2025-04-25 19:00:22,-1.2,-51.8,380.8
2025-04-25 19:00:23,-6.5,-49.0,380.8
2025-04-25 19:00:23,-6.8,-52.5,381.0
2025-04-25 19:00:24,-4.5,-49.8,380.2
2025-04-25 19:00:24,-6.8,-52.8,380.8
2025-04-25 19:00:25,-0.2,-52.0,383.8
2025-04-25 19:00:25,-5.8,-51.8,380.2
2025-04-25 19:00:26,-5.2,-49.5,383.8
2025-04-25 19:00:26,-7.5,-48.5,380.5
2025-04-25 19:00:27,-0.5,-49.0,380.8
2025-04-25 19:00:27,-5.2,-52.2,381.5
