timestamp,x,y,z
2025-04-25 18:54:49,6.5,-45.2,213.0
2025-04-25 18:54:50,10.2,-49.2,213.2
2025-04-25 18:54:51,11.0,-40.2,213.8
2025-04-25 18:54:51,9.5,-51.8,213.5
2025-04-25 18:54:52,9.0,-46.2,213.5
2025-04-25 18:54:52,7.0,-44.5,212.5
2025-04-25 18:54:53,8.8,-44.5,214.2
2025-04-25 18:54:53,5.0,-47.8,212.8
2025-04-25 18:54:54,9.5,-45.8,213.0
2025-04-25 18:54:54,9.0,-45.5,213.2
2025-04-25 18:54:55,8.5,-45.5,213.0
2025-04-25 18:54:55,8.2,-50.8,212.8
2025-04-25 18:54:56,9.0,-47.2,212.5
2025-04-25 18:54:56,10.8,-46.5,212.5
2025-04-25 18:54:57,4.8,-50.8,213.2
2025-04-25 18:54:57,11.5,-45.2,213.2
2025-04-25 18:54:58,10.8,-45.5,212.2
2025-04-25 18:54:58,8.2,-50.8,212.8
2025-04-25 18:54:59,8.8,-50.2,212.2
2025-04-25 18:54:59,8.0,-45.2,212.8
