timestamp,x,y,z
2025-04-25 18:53:16,28.0,-38.0,189.0
2025-04-25 18:53:16,35.2,-37.8,189.2
2025-04-25 18:53:17,32.2,-42.5,188.5
2025-04-25 18:53:17,30.0,-36.2,188.8
2025-04-25 18:53:18,28.5,-38.8,188.8
2025-04-25 18:53:18,28.0,-38.5,189.0
2025-04-25 18:53:19,28.5,-36.2,188.8
2025-04-25 18:53:19,33.8,-36.2,190.0
2025-04-25 18:53:20,32.0,-39.5,188.8
2025-04-25 18:53:20,32.5,-39.2,189.0
2025-04-25 18:53:21,35.2,-39.5,189.0
2025-04-25 18:53:21,35.8,-39.2,189.2
2025-04-25 18:53:22,29.0,-39.5,189.0
2025-04-25 18:53:22,34.0,-37.2,189.2
2025-04-25 18:53:23,34.8,-39.2,188.5
2025-04-25 18:53:23,29.0,-36.8,189.0
2025-04-25 18:53:24,30.2,-37.8,189.0
2025-04-25 18:53:24,30.0,-32.8,189.8
2025-04-25 18:53:25,34.0,-37.8,189.2
