timestamp,x,y,z
2025-04-25 18:54:25,15.8,-48.0,200.8
2025-04-25 18:54:26,12.5,-46.2,201.0
2025-04-25 18:54:26,13.5,-46.8,200.8
2025-04-25 18:54:27,18.0,-46.2,200.8
2025-04-25 18:54:27,12.8,-46.8,200.8
2025-04-25 18:54:28,15.5,-46.2,201.0
2025-04-25 18:54:28,14.0,-42.0,201.2
2025-04-25 18:54:29,13.2,-46.0,201.0
2025-04-25 18:54:29,15.0,-45.5,201.2
2025-04-25 18:54:30,13.2,-46.8,201.2
2025-04-25 18:54:30,15.8,-46.8,200.2
2025-04-25 18:54:31,13.2,-46.8,201.0
2025-04-25 18:54:31,13.0,-42.5,200.8
2025-04-25 18:54:32,10.8,-45.2,200.5
2025-04-25 18:54:32,15.0,-40.2,201.0
2025-04-25 18:54:33,12.0,-45.2,201.2
2025-04-25 18:54:33,14.5,-45.5,200.8
2025-04-25 18:54:34,15.2,-46.0,200.8
2025-04-25 18:54:34,15.5,-41.5,201.2
