timestamp,x,y,z
2025-04-30 21:32:17,-23.2,-29.0,274.5
2025-04-30 21:32:17,-27.0,-35.8,274.8
2025-04-30 21:32:17,-26.8,-29.5,274.2
2025-04-30 21:32:17,-24.0,-28.8,275.5
2025-04-30 21:32:17,-26.2,-35.0,274.5
2025-04-30 21:32:17,-23.5,-30.2,275.0
2025-04-30 21:32:17,-26.8,-31.2,275.0
2025-04-30 21:32:17,-26.5,-29.8,274.2
2025-04-30 21:32:17,-29.0,-24.5,294.5
2025-04-30 21:32:17,-28.5,-29.5,294.0
2025-04-30 21:32:17,-30.8,-27.5,293.8
2025-04-30 21:32:17,-28.5,-28.2,294.8
2025-04-30 21:32:17,-31.8,-25.2,293.0
2025-04-30 21:32:17,-25.5,-29.2,294.8
2025-04-30 21:32:17,-24.2,-24.2,294.0
2025-04-30 21:32:17,-24.5,-30.2,293.8
2025-04-30 21:32:17,-27.8,-30.5,293.8
2025-04-30 21:32:17,-25.2,-31.8,293.2
2025-04-30 21:32:17,-27.8,-28.8,294.0
2025-04-30 21:32:17,-31.0,-26.8,293.5
2025-04-30 21:32:17,-31.0,-26.8,294.5
2025-04-30 21:32:17,-26.2,-28.5,293.8
2025-04-30 21:32:18,-27.5,-27.0,293.0
2025-04-30 21:32:18,-29.8,-26.2,293.2
2025-04-30 21:32:19,-29.2,-31.5,294.0
2025-04-30 21:32:19,-27.8,-28.5,294.0
2025-04-30 21:32:20,-29.8,-29.0,294.0
2025-04-30 21:32:20,-27.0,-30.2,293.2
2025-04-30 21:32:21,-25.2,-31.0,293.5
2025-04-30 21:32:21,-25.2,-32.0,293.2
2025-04-30 21:32:22,-25.8,-29.0,294.2
2025-04-30 21:32:22,-27.2,-30.5,293.2
2025-04-30 21:32:23,-27.2,-28.5,293.8
2025-04-30 21:32:23,-25.8,-30.2,293.8
2025-04-30 21:32:24,-30.0,-25.0,294.0
2025-04-30 21:32:24,-24.2,-24.2,294.8
2025-04-30 21:32:25,-30.5,-25.2,294.0
2025-04-30 21:32:25,-31.2,-29.8,294.0
2025-04-30 21:32:26,-31.0,-29.2,294.0
2025-04-30 21:32:26,-24.5,-28.5,293.8
