timestamp,x,y,z
2025-04-30 20:46:53,-165.0,-92.5,143.0
2025-04-30 20:46:53,-166.5,-93.8,142.8
2025-04-30 20:46:53,-166.2,-100.0,143.2
2025-04-30 20:46:53,-165.0,-99.2,143.0
2025-04-30 20:46:53,-168.8,-94.0,143.5
2025-04-30 20:46:53,-166.2,-95.2,142.0
2025-04-30 20:46:53,-165.2,-95.8,143.2
2025-04-30 20:46:53,-165.2,-94.2,140.0
2025-04-30 20:46:53,-168.8,-92.5,140.2
2025-04-30 20:46:53,-175.8,-99.0,139.5
2025-04-30 20:46:53,-170.2,-95.5,139.8
2025-04-30 20:46:53,-168.8,-98.2,143.5
2025-04-30 20:46:53,-170.0,-98.8,139.8
2025-04-30 20:46:53,-175.0,-97.5,139.2
2025-04-30 20:46:53,-168.5,-97.2,139.2
2025-04-30 20:46:53,-171.8,-94.8,139.2
2025-04-30 20:46:54,-172.5,-94.5,138.5
2025-04-30 20:46:54,-171.8,-100.0,137.8
2025-04-30 20:46:55,-171.2,-98.0,137.5
2025-04-30 20:46:56,-173.2,-97.8,138.0
2025-04-30 20:46:56,-170.2,-95.8,138.5
2025-04-30 20:46:57,-171.2,-97.8,138.0
2025-04-30 20:46:57,-170.2,-95.8,138.0
2025-04-30 20:46:58,-168.2,-94.8,138.2
2025-04-30 20:46:58,-171.8,-100.0,137.5
2025-04-30 20:46:59,-171.2,-92.8,138.8
2025-04-30 20:46:59,-169.0,-97.0,136.5
2025-04-30 20:47:00,-173.2,-92.5,137.8
2025-04-30 20:47:00,-171.5,-93.5,137.5
2025-04-30 20:47:01,-170.0,-97.0,137.8
2025-04-30 20:47:01,-173.0,-95.2,137.5
2025-04-30 20:47:02,-175.2,-93.5,137.8
2025-04-30 20:47:02,-171.8,-97.0,138.8
2025-04-30 20:47:03,-169.0,-98.2,137.8
