timestamp,x,y,z
2025-04-30 21:35:50,0.0,0.0,436.8
2025-04-30 21:35:50,-81.0,-4.2,436.5
2025-04-30 21:35:50,-84.0,-4.2,437.0
2025-04-30 21:35:50,-87.5,-5.2,436.2
2025-04-30 21:35:50,-86.0,-7.0,437.0
2025-04-30 21:35:50,-83.0,-7.2,436.8
2025-04-30 21:35:50,-92.5,-3.0,453.2
2025-04-30 21:35:50,-94.5,-4.5,453.2
2025-04-30 21:35:50,-93.5,-3.5,454.0
2025-04-30 21:35:50,-93.5,-4.0,453.0
2025-04-30 21:35:50,-93.5,-3.0,454.2
2025-04-30 21:35:50,-95.2,-6.8,454.2
2025-04-30 21:35:50,-93.5,-2.8,453.8
2025-04-30 21:35:50,-95.2,-6.8,453.2
2025-04-30 21:35:50,-95.2,-6.5,453.5
2025-04-30 21:35:50,-95.2,-5.8,453.5
2025-04-30 21:35:50,-96.0,-4.2,453.8
2025-04-30 21:35:50,-95.0,-3.5,453.2
2025-04-30 21:35:50,-92.8,-7.0,453.0
2025-04-30 21:35:50,-95.0,-5.5,454.0
2025-04-30 21:35:50,-94.5,-7.5,454.2
2025-04-30 21:35:51,-92.2,-1.8,454.0
2025-04-30 21:35:51,-93.2,-2.5,453.8
2025-04-30 21:35:52,-92.2,-6.2,453.5
2025-04-30 21:35:52,-99.8,0.0,454.0
2025-04-30 21:35:53,-95.2,-4.2,453.5
2025-04-30 21:35:54,-94.0,-7.8,453.5
2025-04-30 21:35:54,-92.8,-2.5,453.8
2025-04-30 21:35:55,-94.5,-6.8,454.2
2025-04-30 21:35:55,-94.2,-3.5,454.0
2025-04-30 21:35:56,-100.0,-7.0,454.2
2025-04-30 21:35:56,-95.5,-5.2,454.0
2025-04-30 21:35:57,-95.5,-9.2,454.0
2025-04-30 21:35:57,-95.5,-5.2,454.2
2025-04-30 21:35:58,-96.0,-6.0,455.0
2025-04-30 21:35:58,-94.8,-5.0,453.8
2025-04-30 21:35:59,-95.0,-6.0,454.8
2025-04-30 21:35:59,-100.0,-5.5,454.5
2025-04-30 21:36:00,-95.2,-5.2,454.0
