timestamp,x,y,z
2025-04-30 20:45:41,-139.2,-91.0,148.5
2025-04-30 20:45:41,-138.8,-91.0,153.2
2025-04-30 20:45:41,-136.2,-90.5,152.2
2025-04-30 20:45:41,-140.5,-91.0,152.2
2025-04-30 20:45:41,-142.8,-90.0,152.8
2025-04-30 20:45:41,-141.0,-88.5,149.0
2025-04-30 20:45:41,-147.0,-90.5,153.8
2025-04-30 20:45:41,-147.0,-93.5,153.5
2025-04-30 20:45:41,-147.8,-88.8,153.2
2025-04-30 20:45:41,-146.5,-92.8,152.5
2025-04-30 20:45:41,-144.5,-88.5,153.2
2025-04-30 20:45:41,-148.0,-94.8,153.0
2025-04-30 20:45:41,-151.0,-92.5,152.8
2025-04-30 20:45:42,-152.0,-90.0,152.5
2025-04-30 20:45:42,-150.2,-93.8,155.8
2025-04-30 20:45:43,-145.8,-93.0,152.2
2025-04-30 20:45:43,-147.5,-89.8,152.8
2025-04-30 20:45:44,-144.2,-93.5,151.8
2025-04-30 20:45:44,-145.0,-92.8,152.2
2025-04-30 20:45:45,-145.0,-92.8,152.5
2025-04-30 20:45:45,-146.0,-93.5,151.2
2025-04-30 20:45:46,-146.8,-91.0,152.5
2025-04-30 20:45:46,-146.5,-92.0,152.2
2025-04-30 20:45:47,-144.5,-96.0,152.2
2025-04-30 20:45:47,-145.2,-92.8,155.5
2025-04-30 20:45:48,-149.2,-94.0,152.5
2025-04-30 20:45:48,-144.5,-92.8,155.2
2025-04-30 20:45:49,-147.5,-95.8,152.2
2025-04-30 20:45:49,-147.8,-93.0,148.2
2025-04-30 20:45:50,-151.5,-93.5,153.0
2025-04-30 20:45:50,-147.8,-92.8,148.2
2025-04-30 20:45:51,-147.2,-92.5,152.2
