timestamp,x,y,z
2025-04-25 19:01:55,-16.0,-51.8,443.8
2025-04-25 19:01:56,-20.0,-51.0,440.2
2025-04-25 19:01:56,-13.0,-48.5,439.2
2025-04-25 19:01:57,-18.2,-51.0,440.0
2025-04-25 19:01:57,-14.2,-51.8,440.0
2025-04-25 19:01:58,-14.0,-49.2,439.2
2025-04-25 19:01:58,-16.2,-50.0,439.8
2025-04-25 19:01:59,-12.8,-50.8,439.2
2025-04-25 19:01:59,-13.8,-50.5,436.2
2025-04-25 19:02:00,-14.2,-48.8,439.2
2025-04-25 19:02:00,-15.5,-51.2,439.8
2025-04-25 19:02:01,-16.0,-50.2,439.0
2025-04-25 19:02:01,-18.2,-51.2,439.8
2025-04-25 19:02:02,-15.2,-49.5,437.8
2025-04-25 19:02:02,-13.0,-52.0,437.5
2025-04-25 19:02:03,-15.0,-51.8,439.5
2025-04-25 19:02:03,-18.2,-49.2,438.8
2025-04-25 19:02:04,-19.2,-51.5,439.2
2025-04-25 19:02:04,-15.2,-51.8,439.5
2025-04-25 19:02:05,-13.0,-55.8,439.5
