timestamp,x,y,z
2025-04-30 21:33:41,-43.5,-23.2,341.2
2025-04-30 21:33:41,-41.0,-23.0,341.2
2025-04-30 21:33:41,-47.0,-23.0,355.5
2025-04-30 21:33:41,-48.0,-17.0,359.5
2025-04-30 21:33:41,-45.2,-19.0,353.0
2025-04-30 21:33:41,-45.8,-18.0,357.0
2025-04-30 21:33:41,-45.5,-23.2,356.2
2025-04-30 21:33:41,-44.8,-18.5,356.0
2025-04-30 21:33:41,-47.8,-18.0,357.0
2025-04-30 21:33:41,-44.2,-15.8,356.5
2025-04-30 21:33:41,-45.2,-19.5,352.2
2025-04-30 21:33:41,-46.8,-20.0,356.2
2025-04-30 21:33:41,-45.0,-20.8,356.0
2025-04-30 21:33:41,-41.5,-16.2,352.5
2025-04-30 21:33:41,-42.8,-17.5,356.8
2025-04-30 21:33:41,-44.2,-19.8,359.8
2025-04-30 21:33:42,-44.2,-19.0,357.2
2025-04-30 21:33:42,-40.8,-18.0,356.2
2025-04-30 21:33:43,-45.5,-17.2,356.5
2025-04-30 21:33:43,-44.8,-19.2,352.5
2025-04-30 21:33:44,-46.8,-17.5,356.0
2025-04-30 21:33:44,-46.0,-19.2,355.2
2025-04-30 21:33:45,-44.8,-21.5,355.8
2025-04-30 21:33:45,-45.8,-19.5,356.5
2025-04-30 21:33:46,-46.8,-19.0,356.0
2025-04-30 21:33:46,-45.5,-22.2,352.2
2025-04-30 21:33:47,-44.5,-23.8,356.0
2025-04-30 21:33:47,-47.2,-19.2,356.8
2025-04-30 21:33:48,-46.0,-17.5,356.2
2025-04-30 21:33:48,-48.0,-18.5,356.2
2025-04-30 21:33:49,-47.0,-19.2,356.8
2025-04-30 21:33:50,-45.0,-17.8,357.0
2025-04-30 21:33:50,-44.2,-20.2,357.2
2025-04-30 21:33:51,-47.8,-19.2,356.2
