force_x,force_y,force_z,torque_x,torque_y,torque_z
5.559999942779541,-3.740000009536743,-39.560001373291016,-0.28850001096725464,-0.28999999165534973,0.28850001096725464
5.400000095367432,-3.5199999809265137,-39.18000030517578,-0.27900001406669617,-0.3075000047683716,0.2680000066757202
5.179999828338623,-3.740000009536743,-39.380001068115234,-0.2944999933242798,-0.29499998688697815,0.2865000069141388
5.099999904632568,-3.380000114440918,-39.29999923706055,-0.28949999809265137,-0.2944999933242798,0.2709999978542328
5.420000076293945,-3.5,-38.97999954223633,-0.304500013589859,-0.29249998927116394,0.27149999141693115
5.860000133514404,-3.359999895095825,-39.220001220703125,-0.28949999809265137,-0.30000001192092896,0.27549999952316284
5.420000076293945,-3.559999942779541,-38.91999816894531,-0.29499998688697815,-0.296999990940094,0.2720000147819519
5.320000171661377,-3.4200000762939453,-38.91999816894531,-0.28349998593330383,-0.2985000014305115,0.28299999237060547
5.679999828338623,-3.180000066757202,-38.880001068115234,-0.28949999809265137,-0.30799999833106995,0.2709999978542328
4.880000114440918,-3.5199999809265137,-38.52000045776367,-0.29249998927116394,-0.296999990940094,0.2720000147819519
5.360000133514404,-3.240000009536743,-38.70000076293945,-0.29649999737739563,-0.3034999966621399,0.2770000100135803
5.900000095367432,-2.8399999141693115,-39.099998474121094,-0.2750000059604645,-0.29600000381469727,0.2800000011920929
5.380000114440918,-3.700000047683716,-38.41999816894531,-0.2930000126361847,-0.2944999933242798,0.2930000126361847
5.679999828338623,-3.5,-38.91999816894531,-0.2930000126361847,-0.2939999997615814,0.27250000834465027
5.519999980926514,-3.0999999046325684,-39.02000045776367,-0.2939999997615814,-0.2955000102519989,0.28999999165534973
5.559999942779541,-3.0399999618530273,-38.5,-0.2720000147819519,-0.29899999499320984,0.2784999907016754
5.860000133514404,-4.21999979019165,-39.099998474121094,-0.289000004529953,-0.30399999022483826,0.28600001335144043
5.159999847412109,-3.5,-39.2400016784668,-0.28600001335144043,-0.2980000078678131,0.2694999873638153
5.400000095367432,-4.179999828338623,-39.18000030517578,-0.3009999990463257,-0.3095000088214874,0.28349998593330383
5.320000171661377,-3.380000114440918,-39.34000015258789,-0.2879999876022339,-0.296999990940094,0.2709999978542328
5.320000171661377,-3.5799999237060547,-39.099998474121094,-0.2930000126361847,-0.3059999942779541,0.2639999985694885
5.559999942779541,-2.9000000953674316,-38.97999954223633,-0.2720000147819519,-0.28949999809265137,0.2759999930858612
5.880000114440918,-3.9800000190734863,-38.619998931884766,-0.29249998927116394,-0.3100000023841858,0.2879999876022339
5.019999980926514,-3.4600000381469727,-39.2400016784668,-0.2919999957084656,-0.2904999852180481,0.26750001311302185
5.380000114440918,-3.799999952316284,-38.31999969482422,-0.2944999933242798,-0.30300000309944153,0.2775000035762787
5.380000114440918,-2.940000057220459,-38.68000030517578,-0.29350000619888306,-0.2980000078678131,0.26249998807907104
5.320000171661377,-3.7799999713897705,-38.41999816894531,-0.29100000858306885,-0.3059999942779541,0.2745000123977661
5.139999866485596,-3.380000114440918,-38.7400016784668,-0.29750001430511475,-0.2919999957084656,0.2615000009536743
5.480000019073486,-3.5399999618530273,-39.040000915527344,-0.28999999165534973,-0.3084999918937683,0.26899999380111694
5.099999904632568,-3.4000000953674316,-38.380001068115234,-0.2840000092983246,-0.28949999809265137,0.2809999883174896
5.599999904632568,-3.1600000858306885,-38.13999938964844,-0.2809999883174896,-0.28450000286102295,0.27149999141693115
5.139999866485596,-3.4000000953674316,-38.97999954223633,-0.3034999966621399,-0.30300000309944153,0.27300000190734863
5.28000020980835,-3.5,-39.02000045776367,-0.29350000619888306,-0.2944999933242798,0.26899999380111694
5.539999961853027,-3.859999895095825,-39.060001373291016,-0.29899999499320984,-0.3059999942779541,0.2750000059604645
5.71999979019165,-3.0,-38.63999938964844,-0.2849999964237213,-0.3009999990463257,0.28299999237060547
5.519999980926514,-3.440000057220459,-38.52000045776367,-0.3095000088214874,-0.3019999861717224,0.2709999978542328
5.360000133514404,-3.380000114440918,-39.02000045776367,-0.289000004529953,-0.304500013589859,0.26249998807907104
5.739999771118164,-3.299999952316284,-38.86000061035156,-0.2985000014305115,-0.30799999833106995,0.27549999952316284
5.239999771118164,-3.5799999237060547,-39.08000183105469,-0.289000004529953,-0.2939999997615814,0.27399998903274536
5.420000076293945,-3.359999895095825,-39.31999969482422,-0.29350000619888306,-0.29649999737739563,0.27649998664855957
5.340000152587891,-3.4600000381469727,-39.02000045776367,-0.2904999852180481,-0.28700000047683716,0.2694999873638153
5.159999847412109,-3.819999933242798,-39.220001220703125,-0.2980000078678131,-0.29249998927116394,0.27950000762939453
5.460000038146973,-3.359999895095825,-38.7400016784668,-0.28349998593330383,-0.2840000092983246,0.2745000123977661
5.159999847412109,-3.380000114440918,-39.060001373291016,-0.2919999957084656,-0.289000004529953,0.27399998903274536
5.619999885559082,-3.180000066757202,-39.0,-0.29100000858306885,-0.30000001192092896,0.2784999907016754
5.340000152587891,-3.5999999046325684,-39.099998474121094,-0.2759999930858612,-0.30000001192092896,0.2750000059604645
5.599999904632568,-3.440000057220459,-38.939998626708984,-0.29649999737739563,-0.2919999957084656,0.29750001430511475
5.579999923706055,-2.819999933242798,-38.720001220703125,-0.2775000035762787,-0.296999990940094,0.2680000066757202
5.639999866485596,-3.680000066757202,-38.7400016784668,-0.2840000092983246,-0.2980000078678131,0.2840000092983246
5.679999828338623,-3.4200000762939453,-38.599998474121094,-0.2904999852180481,-0.2874999940395355,0.2694999873638153
