timestamp,x,y,z
2025-04-25 18:55:16,7.5,-51.0,231.5
2025-04-25 18:55:16,10.5,-50.2,229.0
2025-04-25 18:55:17,5.2,-49.0,228.8
2025-04-25 18:55:17,5.0,-52.5,228.0
2025-04-25 18:55:18,7.0,-50.8,224.2
2025-04-25 18:55:18,7.5,-51.2,228.5
2025-04-25 18:55:19,8.2,-49.8,224.2
2025-04-25 18:55:19,4.2,-51.2,228.2
2025-04-25 18:55:20,6.8,-49.2,228.8
2025-04-25 18:55:20,6.8,-45.2,231.5
2025-04-25 18:55:21,5.0,-50.2,224.2
2025-04-25 18:55:21,11.8,-51.0,231.5
2025-04-25 18:55:22,11.0,-48.8,228.2
2025-04-25 18:55:22,9.5,-51.0,231.5
2025-04-25 18:55:23,9.8,-51.8,228.5
2025-04-25 18:55:23,5.0,-51.0,228.2
2025-04-25 18:55:24,7.0,-49.5,228.8
2025-04-25 18:55:24,8.0,-51.0,228.2
2025-04-25 18:55:25,7.5,-50.0,228.5
2025-04-25 18:55:25,7.5,-55.5,224.0
