timestamp,x,y,z
2025-04-25 19:05:07,-43.8,-71.2,511.8
2025-04-25 19:05:08,-45.2,-69.8,511.8
2025-04-25 19:05:08,-48.0,-71.8,511.8
2025-04-25 19:05:09,-43.5,-68.5,511.8
2025-04-25 19:05:10,-44.2,-66.2,511.8
2025-04-25 19:05:10,-41.8,-71.0,511.8
2025-04-25 19:05:11,-48.0,-65.5,511.8
2025-04-25 19:05:11,-47.5,-68.5,511.8
2025-04-25 19:05:12,-42.2,-65.2,511.8
2025-04-25 19:05:12,-43.0,-69.8,511.8
2025-04-25 19:05:13,-43.5,-71.0,511.8
2025-04-25 19:05:13,-43.2,-71.2,511.8
2025-04-25 19:05:14,-40.2,-70.0,511.8
2025-04-25 19:05:14,-43.5,-69.8,511.8
2025-04-25 19:05:15,-40.2,-69.2,511.8
2025-04-25 19:05:15,-47.8,-70.0,511.8
2025-04-25 19:05:16,-41.2,-70.8,511.8
2025-04-25 19:05:16,-42.8,-70.0,511.8
2025-04-25 19:05:17,-41.0,-69.0,511.8
