timestamp,x,y,z
2025-04-30 20:44:29,-114.5,-86.8,145.2
2025-04-30 20:44:29,-115.8,-82.0,145.2
2025-04-30 20:44:29,-120.0,-88.0,145.5
2025-04-30 20:44:29,-110.0,-87.0,145.8
2025-04-30 20:44:29,-115.0,-87.5,145.5
2025-04-30 20:44:29,-119.0,-91.8,149.5
2025-04-30 20:44:29,-122.5,-91.0,148.8
2025-04-30 20:44:29,-121.0,-90.8,148.8
2025-04-30 20:44:29,-116.2,-86.5,148.8
2025-04-30 20:44:29,-121.5,-86.0,148.2
2025-04-30 20:44:29,-120.2,-87.0,149.2
2025-04-30 20:44:29,-118.8,-86.8,148.8
2025-04-30 20:44:30,-121.5,-87.8,148.8
2025-04-30 20:44:30,-117.5,-89.8,148.8
2025-04-30 20:44:31,-119.8,-85.8,144.8
2025-04-30 20:44:31,-122.8,-88.5,148.0
2025-04-30 20:44:32,-120.5,-91.8,148.5
2025-04-30 20:44:32,-119.2,-87.0,149.5
2025-04-30 20:44:33,-123.2,-90.8,149.0
2025-04-30 20:44:33,-116.2,-89.5,148.2
2025-04-30 20:44:34,-117.5,-85.0,148.5
2025-04-30 20:44:34,-120.2,-90.2,148.2
2025-04-30 20:44:35,-124.0,-89.5,148.8
2025-04-30 20:44:35,-118.8,-85.0,149.0
2025-04-30 20:44:36,-120.8,-90.2,144.0
2025-04-30 20:44:36,-122.8,-89.5,148.5
2025-04-30 20:44:37,-123.5,-85.8,148.5
2025-04-30 20:44:37,-123.8,-84.5,149.0
2025-04-30 20:44:38,-120.0,-86.2,148.2
2025-04-30 20:44:38,-116.8,-85.2,148.8
2025-04-30 20:44:39,-118.8,-84.5,148.2
