timestamp,force_x,force_y,force_z,torque_x,torque_y,torque_z
2025-04-30 21:31:14,5.239999771118164,-2.2799999713897705,-15.5,-0.656000018119812,-0.12049999833106995,0.27149999141693115
2025-04-30 21:31:14,4.940000057220459,-1.659999966621399,-15.34000015258789,-0.6449999809265137,-0.10300000011920929,0.265500009059906
2025-04-30 21:31:14,5.059999942779541,-1.2799999713897705,-14.979999542236328,-0.6414999961853027,-0.10300000011920929,0.2669999897480011
2025-04-30 21:31:14,4.940000057220459,-1.9600000381469727,-15.420000076293945,-0.6455000042915344,-0.10649999976158142,0.28349998593330383
2025-04-30 21:31:15,4.920000076293945,-1.3799999952316284,-15.800000190734863,-0.6455000042915344,-0.10949999839067459,0.2720000147819519
2025-04-30 21:31:15,4.840000152587891,-2.180000066757202,-15.760000228881836,-0.6610000133514404,-0.11249999701976776,0.2680000066757202
2025-04-30 21:31:15,5.340000152587891,-2.059999942779541,-14.819999694824219,-0.6579999923706055,-0.11050000041723251,0.2849999964237213
2025-04-30 21:31:15,5.0,-1.9600000381469727,-15.260000228881836,-0.6579999923706055,-0.10999999940395355,0.27399998903274536
2025-04-30 21:31:15,4.659999847412109,-1.5800000429153442,-15.460000038146973,-0.640500009059906,-0.12800000607967377,0.2565000057220459
2025-04-30 21:31:16,4.840000152587891,-2.1600000858306885,-15.800000190734863,-0.6625000238418579,-0.11649999767541885,0.2745000123977661
2025-04-30 21:31:16,5.019999980926514,-2.440000057220459,-14.819999694824219,-0.6669999957084656,-0.13249999284744263,0.28349998593330383
2025-04-30 21:31:16,5.079999923706055,-1.600000023841858,-15.319999694824219,-0.6420000195503235,-0.11400000005960464,0.26100000739097595
2025-04-30 21:31:16,5.099999904632568,-1.5399999618530273,-15.020000457763672,-0.6685000061988831,-0.12300000339746475,0.26600000262260437
2025-04-30 21:31:16,4.940000057220459,-1.9800000190734863,-15.300000190734863,-0.6510000228881836,-0.12150000035762787,0.2694999873638153
2025-04-30 21:31:17,5.019999980926514,-1.8799999952316284,-14.979999542236328,-0.6545000076293945,-0.10199999809265137,0.2824999988079071
2025-04-30 21:31:17,4.940000057220459,-1.8799999952316284,-15.34000015258789,-0.6535000205039978,-0.10750000178813934,0.2759999930858612
2025-04-30 21:31:17,4.800000190734863,-1.5399999618530273,-15.359999656677246,-0.6535000205039978,-0.12300000339746475,0.2639999985694885
2025-04-30 21:31:17,5.199999809265137,-1.4199999570846558,-15.079999923706055,-0.6464999914169312,-0.1014999970793724,0.2750000059604645
2025-04-30 21:31:17,4.739999771118164,-1.840000033378601,-15.180000305175781,-0.6485000252723694,-0.11699999868869781,0.26600000262260437
2025-04-30 21:31:18,4.880000114440918,-1.4800000190734863,-15.140000343322754,-0.6389999985694885,-0.1080000028014183,0.2759999930858612
2025-04-30 21:31:18,4.920000076293945,-2.240000009536743,-15.819999694824219,-0.6600000262260437,-0.10599999874830246,0.27300000190734863
2025-04-30 21:31:18,5.039999961853027,-1.2000000476837158,-14.979999542236328,-0.6240000128746033,-0.11150000244379044,0.2680000066757202
2025-04-30 21:31:18,4.940000057220459,-1.840000033378601,-15.0600004196167,-0.6510000228881836,-0.10949999839067459,0.2639999985694885
2025-04-30 21:31:18,5.079999923706055,-1.340000033378601,-15.260000228881836,-0.6504999995231628,-0.11249999701976776,0.2565000057220459
2025-04-30 21:31:19,5.199999809265137,-2.240000009536743,-15.100000381469727,-0.6635000109672546,-0.13600000739097595,0.2669999897480011
2025-04-30 21:31:19,4.699999809265137,-2.299999952316284,-15.34000015258789,-0.6660000085830688,-0.10999999940395355,0.28349998593330383
2025-04-30 21:31:19,5.539999961853027,-1.7999999523162842,-15.380000114440918,-0.656499981880188,-0.1145000010728836,0.289000004529953
2025-04-30 21:31:19,4.679999828338623,-1.7000000476837158,-15.039999961853027,-0.6539999842643738,-0.10000000149011612,0.26499998569488525
2025-04-30 21:31:19,5.5,-1.6200000047683716,-15.34000015258789,-0.6439999938011169,-0.11299999803304672,0.2639999985694885
2025-04-30 21:31:20,4.400000095367432,-2.2799999713897705,-15.380000114440918,-0.6644999980926514,-0.1080000028014183,0.27549999952316284
2025-04-30 21:31:20,5.320000171661377,-1.5199999809265137,-14.640000343322754,-0.6449999809265137,-0.11249999701976776,0.27000001072883606
2025-04-30 21:31:20,4.860000133514404,-2.0999999046325684,-15.399999618530273,-0.6535000205039978,-0.12049999833106995,0.27799999713897705
2025-04-30 21:31:20,4.739999771118164,-1.6799999475479126,-14.920000076293945,-0.659500002861023,-0.11800000071525574,0.2619999945163727
2025-04-30 21:31:20,5.599999904632568,-1.7599999904632568,-15.119999885559082,-0.6644999980926514,-0.11749999970197678,0.27950000762939453
2025-04-30 21:31:21,4.840000152587891,-1.9800000190734863,-15.399999618530273,-0.652999997138977,-0.12300000339746475,0.257999986410141
2025-04-30 21:31:21,4.78000020980835,-2.0399999618530273,-15.319999694824219,-0.6685000061988831,-0.10350000113248825,0.2770000100135803
2025-04-30 21:31:21,5.28000020980835,-1.7999999523162842,-15.680000305175781,-0.6504999995231628,-0.12150000035762787,0.26899999380111694
2025-04-30 21:31:21,5.28000020980835,-2.059999942779541,-15.199999809265137,-0.6545000076293945,-0.12399999797344208,0.28299999237060547
2025-04-30 21:31:21,5.300000190734863,-1.8200000524520874,-15.420000076293945,-0.656000018119812,-0.12300000339746475,0.2770000100135803
2025-04-30 21:31:22,5.059999942779541,-1.6799999475479126,-15.079999923706055,-0.6380000114440918,-0.11050000041723251,0.26750001311302185
2025-04-30 21:31:22,5.159999847412109,-1.340000033378601,-15.300000190734863,-0.6399999856948853,-0.125,0.2644999921321869
2025-04-30 21:31:22,5.480000019073486,-1.559999942779541,-14.960000038146973,-0.6510000228881836,-0.12099999934434891,0.27250000834465027
2025-04-30 21:31:22,5.28000020980835,-1.8799999952316284,-15.140000343322754,-0.656499981880188,-0.11550000309944153,0.2809999883174896
2025-04-30 21:31:22,4.579999923706055,-1.3600000143051147,-15.180000305175781,-0.6554999947547913,-0.10499999672174454,0.2644999921321869
