timestamp,x,y,z
2025-04-25 18:55:50,5.0,-49.2,247.5
2025-04-25 18:55:50,6.0,-55.5,247.8
2025-04-25 18:55:51,1.0,-50.2,247.5
2025-04-25 18:55:51,6.2,-54.2,246.8
2025-04-25 18:55:52,6.2,-48.2,246.5
2025-04-25 18:55:52,5.0,-52.8,248.0
2025-04-25 18:55:53,5.8,-48.8,244.0
2025-04-25 18:55:53,6.5,-55.2,251.2
2025-04-25 18:55:54,6.8,-55.8,248.0
2025-04-25 18:55:54,6.8,-54.5,244.0
2025-04-25 18:55:55,6.5,-48.2,247.5
2025-04-25 18:55:55,7.5,-52.8,247.5
2025-04-25 18:55:56,1.8,-53.0,246.2
2025-04-25 18:55:56,5.8,-48.5,247.2
2025-04-25 18:55:57,5.2,-52.5,244.0
2025-04-25 18:55:57,5.0,-54.5,247.2
2025-04-25 18:55:58,6.5,-52.0,251.5
2025-04-25 18:55:58,5.5,-48.5,246.0
2025-04-25 18:55:59,10.5,-55.2,246.8
2025-04-25 18:55:59,5.0,-53.2,247.5
